索引,公司名稱,公司網址,職缺名稱,職缺網址,所需技能
379,國泰世華商業銀行股份有限公司_人力資源部,https://www.104.com.tw/company/1xzkino?jobsource=jolist_c_relevance,【新興金融】數據暨客群經營分析師,https://www.104.com.tw/job/5wxv6?jobsource=jolist_c_relevance,Python ANSI SQL MS SQL PL/SQL Google Analytics SAS 
380,GARMIN_台灣國際航電股份有限公司,https://www.104.com.tw/company/at3fhmo?jobsource=2018indexpoc,工業4.0百人招募專案!!Garmin Asia 製造工程處_C#Application工程師_汐止/林口,https://www.104.com.tw/job/5ddoj?jobsource=2018indexpoc,
381,皮托科技股份有限公司,https://www.104.com.tw/company/13uzkigw?jobsource=jolist_c_relevance,大數據高階整合工程師,https://www.104.com.tw/job/6d8m6?jobsource=jolist_c_relevance,C# C++ Python R Dbase 
382,昱峰智能大數據科技股份有限公司,https://www.104.com.tw/company/1a2x6bkbn6?jobsource=2018indexpoc,系統工程專案工程師,https://www.104.com.tw/job/6vsus?jobsource=2018indexpoc,Linux Shell Vmware Apache SOAP DHCP DNS Firewall FTP HTTP LAN Load Balancing SAN ssh TCP/IP VPN WAN 
383,巨量場域服務股份有限公司,https://www.104.com.tw/company/1a2x6bl52u?jobsource=jolist_c_relevance,建築設備專案業務開發,https://www.104.com.tw/job/6wjtz?jobsource=jolist_c_relevance,Excel Internet Explorer PowerPoint Word AutoCAD AutoCad 2D AutoCad 3D Revit Sketch up DIALux ArchiCAD 
384,富邦媒體科技股份有限公司(富邦momo),https://www.104.com.tw/company/ckkyqvc?jobsource=jolist_c_relevance,D4000 大數據平台工程師(Java),https://www.104.com.tw/job/5atn7?jobsource=jolist_c_relevance,Java Spring PL/SQL 
385,亞太電信股份有限公司,https://www.104.com.tw/company/wifkjug?jobsource=2018indexpoc,【網路技術專業】4G/5G無線網路品質管理暨分析工程師,https://www.104.com.tw/job/6vc0n?jobsource=2018indexpoc,Linux PHP MS SQL 
386,友宏整合行銷有限公司,https://www.104.com.tw/company/1a2x6bi2b5?jobsource=jolist_c_relevance,Python大數據AI工程師(南港),https://www.104.com.tw/job/6to0t?jobsource=jolist_c_relevance,Linux Python 
387,昱峰智能大數據科技股份有限公司,https://www.104.com.tw/company/1a2x6bkbn6?jobsource=2018indexpoc,AI資料科學家,https://www.104.com.tw/job/5x0ln?jobsource=2018indexpoc,Linux Github Python 
388,財團法人台灣產業服務基金會,https://www.104.com.tw/company/tsp8og?jobsource=jolist_c_relevance,資訊工程師,https://www.104.com.tw/job/6ecvx?jobsource=jolist_c_relevance,Excel PowerPoint Word 
389,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=jolist_c_relevance,助理美編（長期工讀),https://www.104.com.tw/job/6waiz?jobsource=jolist_c_relevance,Adobe InDesign Illustrator 
390,INTECHWORLD INC.,https://www.104.com.tw/company/1a2x6bl0vz?jobsource=2018indexpoc,【薪優福利佳】大數據工程師(Junior)-(台北)-C,https://www.104.com.tw/job/6wo7s?jobsource=2018indexpoc,
391,北祥股份有限公司,https://www.104.com.tw/company/9mb0ddc?jobsource=jolist_c_relevance,大數據分析工程師(創新部門),https://www.104.com.tw/job/4u8n4?jobsource=jolist_c_relevance,Java JavaScript jQuery 
392,艾斯移動股份有限公司,https://www.104.com.tw/company/cv8shww?jobsource=2018indexpoc,大數據工程師,https://www.104.com.tw/job/6nmju?jobsource=2018indexpoc,Java Python 
393,INTECHWORLD INC.,https://www.104.com.tw/company/1a2x6bl0vz?jobsource=jolist_c_relevance,【薪優福利佳】大數據分析師(Big Data Analyst)-C,https://www.104.com.tw/job/6wo8d?jobsource=jolist_c_relevance,
394,國泰世華商業銀行股份有限公司_人力資源部,https://www.104.com.tw/company/1xzkino?jobsource=2018indexpoc,【數銀】KOKO數位平台企劃Project manager,https://www.104.com.tw/job/5iwjx?jobsource=2018indexpoc,
395,"(越南)通用製鞋工業有限公司_GENERAL SHOES CO.,LTD",https://www.104.com.tw/company/1a2x6bkvfr?jobsource=2018indexpoc,工業工程師(IE)(VN),https://www.104.com.tw/job/6me5w?jobsource=2018indexpoc,
396,台北神策諮詢顧問有限公司,https://www.104.com.tw/company/1a2x6bl2g9?jobsource=2018indexpoc,市場發展部 經理/副理,https://www.104.com.tw/job/6uzx8?jobsource=2018indexpoc,
397,薩摩亞商長穩智能管理有限公司,https://www.104.com.tw/company/1a2x6bjmmv?jobsource=2018indexpoc,軟體設計工程師,https://www.104.com.tw/job/67y7l?jobsource=2018indexpoc,
398,訊連科技股份有限公司,https://www.104.com.tw/company/ay3orts?jobsource=jolist_c_relevance,後端工程師 (Backend Engineer),https://www.104.com.tw/job/5h3zi?jobsource=jolist_c_relevance,OOP Java RDBMS Apache SOAP J2EE J2SE 
399,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Data Analyst (based in Japan),https://www.104.com.tw/job/6st53?jobsource=2018indexpoc,Linux Python R 
400,財團法人電信技術中心,https://www.104.com.tw/company/19hojm3k?jobsource=2018indexpoc,資通安全組_資安工程師(資安分析),https://www.104.com.tw/job/58rnl?jobsource=2018indexpoc,Linux Python Firewall IDS Security Sniffer ssh TCP/IP TcpDump UDP WLAN 
401,台北神策諮詢顧問有限公司,https://www.104.com.tw/company/1a2x6bl2g9?jobsource=2018indexpoc,後端研發工程師,https://www.104.com.tw/job/6uzuv?jobsource=2018indexpoc,Java MySQL hadoop Hive 
402,薩摩亞商長穩智能管理有限公司,https://www.104.com.tw/company/1a2x6bjmmv?jobsource=2018indexpoc,前端設計工程師,https://www.104.com.tw/job/6jnv0?jobsource=2018indexpoc,HTML JavaScript jQuery CSS Adobe Photoshop Illustrator 
